# FEG Kuratowski Calculus Engine (FEG_prism)
# Author: Juan Pablo Silva Alvarado
# DOI: 10.5281/zenodo.18769707
# Framework: Fractal Entropic Geometrodynamics
# Provenance SHA-256: a4fee33737305b5eb78a16be2ff233bdce125bffa352127fcbcd997d018c05aa
# Commit: 2a5c0a1 (dirty)
# Timestamp: 2026-03-03T10:25:01Z
# N: 10000000  M: 20 (converged=true, min=8, max=20)  mode: in-memory
# epsilon: 0.01  tmax: 15  walkers: 2250000
# algorithm: forward-forward belly (children(u) ∩ parents(v))
# seed: 42
# M4 Combinatorial RG Flow (Q_topo in Alexandrov intervals)
volume,n_prisms,local_phase_sq,local_mass_sq,local_q,local_alpha
11104,156,1247,7253,0.171929,0.006841
57813,1246,9860,55705,0.177004,0.007043
414,1,25,25,1.000000,0.039789
2944,24,170,1153,0.147441,0.005867
28868,330,3186,13362,0.238437,0.009487
93272,2024,16254,90229,0.180142,0.007168
61338,1262,9928,61043,0.162639,0.006471
1384,2,25,45,0.555556,0.022105
11640,130,1018,6102,0.166831,0.006638
2955,15,265,739,0.358593,0.014268
7134,77,517,3060,0.168954,0.006722
2197,9,39,215,0.181395,0.007217
195730,4821,37482,217258,0.172523,0.006864
3138,11,139,475,0.292632,0.011643
50366,1043,7790,47882,0.162692,0.006473
1629,3,13,213,0.061033,0.002428
1162,5,89,422,0.210900,0.008391
497,1,25,25,1.000000,0.039789
1328,4,30,189,0.158730,0.006316
21438,354,2946,15688,0.187787,0.007472
18755,277,1880,12831,0.146520,0.005830
144750,3331,26996,149895,0.180099,0.007166
786,1,4,16,0.250000,0.009947
9599,80,1121,2759,0.406307,0.016166
83938,1862,14792,90045,0.164273,0.006536
1905,8,67,244,0.274590,0.010926
22015,279,2508,11873,0.211236,0.008405
15417,186,1350,7913,0.170605,0.006788
2394,11,47,485,0.096907,0.003856
2341,4,102,130,0.784615,0.031219
17546,231,1806,11597,0.155730,0.006196
27047,461,3699,19623,0.188503,0.007500
2513,16,52,858,0.060606,0.002411
21470,266,3289,10965,0.299954,0.011935
18972,255,1721,9890,0.174014,0.006924
1421,2,20,32,0.625000,0.024868
36461,688,5277,31538,0.167322,0.006658
62030,1256,9945,56606,0.175688,0.006990
2868,10,68,216,0.314815,0.012526
4212,20,145,831,0.174489,0.006943
4705,47,405,2149,0.188460,0.007499
30330,455,4041,19046,0.212171,0.008442
1705,7,171,260,0.657692,0.026169
19207,275,2148,12724,0.168815,0.006717
581,1,4,16,0.250000,0.009947
55725,894,8367,38182,0.219135,0.008719
65559,1383,11179,65700,0.170152,0.006770
54673,1126,7827,49604,0.157790,0.006278
1710,6,68,155,0.438710,0.017456
11308,149,988,6774,0.145852,0.005803
59092,1178,9222,50488,0.182657,0.007268
49868,982,8176,47711,0.171365,0.006818
72682,1702,13118,79961,0.164055,0.006528
5189,46,372,2165,0.171824,0.006837
7266,34,510,1346,0.378900,0.015076
40816,677,8964,27795,0.322504,0.012832
76342,1658,12556,74624,0.168257,0.006695
1891,6,73,233,0.313305,0.012466
28020,461,3829,20521,0.186589,0.007424
3770,21,235,535,0.439252,0.017477
149627,3607,27379,165129,0.165804,0.006597
1521,5,65,273,0.238095,0.009474
813,2,13,61,0.213115,0.008480
76418,1544,12338,71594,0.172333,0.006857
47352,932,7474,42714,0.174978,0.006962
3653,30,163,1016,0.160433,0.006383
5825,43,409,1596,0.256266,0.010196
6557,66,455,3132,0.145275,0.005780
2654,10,207,487,0.425051,0.016912
948,2,25,34,0.735294,0.029256
14822,161,1291,6514,0.198189,0.007886
368,1,9,9,1.000000,0.039789
6470,52,684,1599,0.427767,0.017020
9726,103,724,3879,0.186646,0.007426
11629,125,2061,4923,0.418647,0.016657
431,1,4,64,0.062500,0.002487
2413,12,142,658,0.215805,0.008587
36002,668,5167,30437,0.169760,0.006755
14880,204,1634,8409,0.194316,0.007732
27391,461,3394,21687,0.156499,0.006227
1079,1,1,25,0.040000,0.001592
1939,10,60,516,0.116279,0.004627
20868,355,2266,13822,0.163942,0.006523
63418,1303,9701,59775,0.162292,0.006457
43395,703,6001,29649,0.202401,0.008053
19362,208,2764,7492,0.368927,0.014679
11402,95,1101,3404,0.323443,0.012869
15211,195,1483,8407,0.176401,0.007019
40444,762,5527,34474,0.160324,0.006379
2664,20,138,971,0.142122,0.005655
21533,368,3024,18929,0.159755,0.006356
12988,179,1454,6541,0.222290,0.008845
1052,2,52,52,1.000000,0.039789
9298,103,706,4680,0.150855,0.006002
664,1,1,49,0.020408,0.000812
852,5,28,108,0.259259,0.010316
15367,248,2083,10978,0.189743,0.007550
10537,105,1004,5679,0.176792,0.007034
240411,6130,45857,285886,0.160403,0.006382
33183,570,4307,25783,0.167048,0.006647
114,1,1,9,0.111111,0.004421
3984,29,263,1660,0.158434,0.006304
768,3,41,138,0.297101,0.011821
1943,4,22,210,0.104762,0.004168
1715,5,158,166,0.951807,0.037871
35214,671,5323,33173,0.160462,0.006385
4538,34,330,1330,0.248120,0.009872
2399,8,75,380,0.197368,0.007853
6850,70,574,2982,0.192488,0.007659
2593,11,140,280,0.500000,0.019894
616,3,41,41,1.000000,0.039789
1773,6,78,422,0.184834,0.007354
4307,35,196,1286,0.152411,0.006064
1996,13,68,387,0.175711,0.006991
1966,10,57,425,0.134118,0.005336
977,5,28,155,0.180645,0.007188
85344,1730,13915,75692,0.183837,0.007315
7659,81,646,3224,0.200372,0.007973
4579,31,136,1413,0.096249,0.003830
1321,7,193,193,1.000000,0.039789
6813,69,486,2792,0.174069,0.006926
1746,10,32,293,0.109215,0.004346
1992,8,175,175,1.000000,0.039789
312860,8718,65679,398758,0.164709,0.006554
326,1,9,9,1.000000,0.039789
9915,115,1138,4807,0.236738,0.009420
5913,47,397,2743,0.144732,0.005759
10327,104,740,5085,0.145526,0.005790
549,2,13,90,0.144444,0.005747
1122,3,29,181,0.160221,0.006375
48216,911,7260,40363,0.179868,0.007157
5250,43,341,2012,0.169483,0.006744
5374,25,590,1095,0.538813,0.021439
4221,36,152,1328,0.114458,0.004554
6587,41,393,2008,0.195717,0.007787
120165,2639,21702,119902,0.180998,0.007202
4586,23,442,626,0.706070,0.028094
13892,206,1681,8811,0.190784,0.007591
191235,4525,34015,203272,0.167337,0.006658
842,2,18,18,1.000000,0.039789
29466,506,3441,22933,0.150046,0.005970
544,1,4,16,0.250000,0.009947
26029,472,3737,22266,0.167834,0.006678
9174,105,766,4823,0.158822,0.006319
947,3,5,173,0.028902,0.001150
3699,16,183,694,0.263689,0.010492
14076,199,1425,9148,0.155772,0.006198
20385,300,2468,13389,0.184330,0.007334
8812,50,876,1840,0.476087,0.018943
6049,38,389,1747,0.222667,0.008860
36130,669,5018,32776,0.153100,0.006092
5413,58,426,2758,0.154460,0.006146
12138,150,1152,6677,0.172533,0.006865
26151,437,3129,21782,0.143651,0.005716
52926,874,8143,34803,0.233974,0.009310
2069,5,33,211,0.156398,0.006223
2913,18,147,814,0.180590,0.007185
45,1,9,9,1.000000,0.039789
15953,173,1386,7444,0.186190,0.007408
9766,116,921,5312,0.173381,0.006899
2975,12,234,550,0.425455,0.016928
4502,29,201,1312,0.153201,0.006096
10287,121,914,5429,0.168355,0.006699
24381,400,3196,17525,0.182368,0.007256
12623,137,1197,6246,0.191643,0.007625
6741,40,709,1164,0.609107,0.024236
68632,1436,11105,67917,0.163508,0.006506
397,1,0,16,0.000000,0.000000
11650,151,963,6930,0.138961,0.005529
55831,1188,8731,54209,0.161062,0.006408
19055,234,2134,9208,0.231755,0.009221
16623,153,1419,5831,0.243354,0.009683
25365,418,3133,20159,0.155414,0.006184
2258,5,52,52,1.000000,0.039789
2153,9,55,491,0.112016,0.004457
1879,9,56,271,0.206642,0.008222
14147,214,1864,9482,0.196583,0.007822
12322,169,1080,7832,0.137896,0.005487
1471,7,164,200,0.820000,0.032627
72449,1564,11131,74515,0.149379,0.005944
1651,2,4,80,0.050000,0.001989
2005,6,73,153,0.477124,0.018984
51351,1044,7813,49403,0.158148,0.006293
692,3,115,115,1.000000,0.039789
61066,1322,9485,60621,0.156464,0.006226
3621,13,227,235,0.965957,0.038434
102372,2232,17606,99212,0.177458,0.007061
28337,524,4215,23364,0.180406,0.007178
42657,831,5579,37961,0.146967,0.005848
2478,15,172,757,0.227213,0.009041
1814,6,139,215,0.646512,0.025724
40326,797,5456,36731,0.148539,0.005910
3557,16,194,635,0.305512,0.012156
701,4,23,146,0.157534,0.006268
9610,59,817,1739,0.469810,0.018693
90931,2052,15684,94473,0.166016,0.006606
913,1,9,9,1.000000,0.039789
40482,608,5065,25495,0.198666,0.007905
4459,17,408,611,0.667758,0.026569
1465,4,70,403,0.173697,0.006911
4855,47,355,1966,0.180570,0.007185
3702,34,226,1428,0.158263,0.006297
6351,73,582,3014,0.193099,0.007683
4862,36,299,1236,0.241909,0.009625
1984,9,46,371,0.123989,0.004933
27190,380,2897,15920,0.181972,0.007240
7984,60,534,2992,0.178476,0.007101
5931,57,509,2760,0.184420,0.007338
2194,15,248,464,0.534483,0.021266
14345,174,1382,7846,0.176141,0.007008
1834,4,99,115,0.860870,0.034253
31819,481,6067,21072,0.287918,0.011456
19919,317,2404,15601,0.154093,0.006131
9549,82,861,3851,0.223578,0.008896
10687,87,805,3309,0.243276,0.009680
312631,8138,70452,367512,0.191700,0.007627
7080,44,323,1772,0.182280,0.007253
25510,404,3189,18640,0.171084,0.006807
3366,13,53,424,0.125000,0.004974
975,1,16,16,1.000000,0.039789
3323,18,119,1294,0.091963,0.003659
90125,1782,14421,76230,0.189177,0.007527
3042,26,150,1374,0.109170,0.004344
1864,10,183,215,0.851163,0.033867
2328,9,240,317,0.757098,0.030124
456,1,49,49,1.000000,0.039789
100958,2239,16646,100011,0.166442,0.006623
775,2,9,34,0.264706,0.010532
3028,13,102,749,0.136182,0.005418
18365,291,1708,13735,0.124354,0.004948
31579,478,5174,19644,0.263388,0.010480
12439,149,1170,6898,0.169614,0.006749
6072,29,503,906,0.555188,0.022090
3648,19,394,1039,0.379211,0.015088
144326,3379,24881,155202,0.160314,0.006379
8891,109,746,4884,0.152744,0.006077
1915,9,42,322,0.130435,0.005190
7046,69,589,3133,0.187999,0.007480
5875,59,380,2527,0.150376,0.005983
3196,21,167,723,0.230982,0.009190
2041,8,106,182,0.582418,0.023174
1969,6,10,298,0.033557,0.001335
2542,10,36,520,0.069231,0.002755
27630,454,3433,20519,0.167308,0.006657
1906,8,138,266,0.518797,0.020642
994,1,16,16,1.000000,0.039789
1544,5,63,315,0.200000,0.007958
1122,5,59,119,0.495798,0.019727
11036,142,1124,5961,0.188559,0.007503
2944,12,52,548,0.094891,0.003776
133080,3363,27046,157646,0.171562,0.006826
9427,109,619,5490,0.112750,0.004486
38737,729,5694,36079,0.157820,0.006279
27601,479,4079,23603,0.172817,0.006876
280,1,4,16,0.250000,0.009947
5282,38,337,1888,0.178496,0.007102
25471,407,2834,17097,0.165760,0.006595
2378,11,33,414,0.079710,0.003172
89345,2053,15731,96370,0.163235,0.006495
11215,151,1266,7566,0.167328,0.006658
1301,4,31,236,0.131356,0.005226
1213,1,0,16,0.000000,0.000000
3781,37,548,1761,0.311187,0.012382
101734,1994,16540,87682,0.188636,0.007506
11592,122,1036,5361,0.193248,0.007689
3514,23,292,544,0.536765,0.021357
1840,10,146,576,0.253472,0.010085
55799,939,8103,37742,0.214695,0.008542
373,1,36,100,0.360000,0.014324
824,1,36,36,1.000000,0.039789
9686,98,712,4085,0.174296,0.006935
7513,60,607,2967,0.204584,0.008140
4086,23,408,718,0.568245,0.022610
35740,601,5285,27970,0.188952,0.007518
22212,286,1946,11714,0.166126,0.006610
7283,53,456,2242,0.203390,0.008093
1451,5,46,181,0.254144,0.010112
18329,262,1923,11923,0.161285,0.006417
15022,164,1452,6774,0.214349,0.008529
2419,12,80,744,0.107527,0.004278
83568,1859,15152,83428,0.181618,0.007226
2720,7,124,136,0.911765,0.036278
2224,14,35,420,0.083333,0.003316
30762,560,4223,24623,0.171506,0.006824
1911,7,150,158,0.949367,0.037774
91894,2250,16770,105091,0.159576,0.006349
21998,362,2746,15812,0.173666,0.006910
16296,237,2285,10555,0.216485,0.008614
26661,473,3564,22214,0.160439,0.006384
21962,362,2849,15789,0.180442,0.007180
931,4,121,282,0.429078,0.017072
1154,1,1,49,0.020408,0.000812
11343,150,1034,6679,0.154814,0.006160
2592,13,267,366,0.729508,0.029026
1750,3,14,74,0.189189,0.007528
19317,307,2390,13461,0.177550,0.007064
6699,40,674,1134,0.594356,0.023649
11853,135,988,5614,0.175989,0.007002
28836,420,4594,15912,0.288713,0.011488
1365,4,43,254,0.169291,0.006736
3559,19,269,521,0.516315,0.020544
2672,10,90,404,0.222772,0.008864
114400,2737,20479,130712,0.156673,0.006234
135234,2996,23720,134055,0.176942,0.007040
57711,1191,8431,56321,0.149695,0.005956
1169,4,39,75,0.520000,0.020690
136754,3388,25039,159271,0.157210,0.006255
8486,95,894,4664,0.191681,0.007627
5771,45,269,2124,0.126648,0.005039
98176,2071,16413,92371,0.177686,0.007070
35818,656,5126,30615,0.167434,0.006662
1915,9,94,313,0.300319,0.011949
37647,719,5912,34528,0.171223,0.006813
186611,4790,36043,221665,0.162601,0.006470
11044,110,949,4652,0.203998,0.008117
543,2,50,113,0.442478,0.017606
50471,1014,7725,48443,0.159466,0.006345
3957,20,295,463,0.637149,0.025351
71952,1371,10705,59515,0.179871,0.007157
25267,474,3281,21480,0.152747,0.006078
22807,379,2471,18324,0.134850,0.005366
1546,5,123,183,0.672131,0.026743
318,1,1,9,0.111111,0.004421
49697,733,5578,31439,0.177423,0.007059
2449,8,177,229,0.772926,0.030754
139,1,25,49,0.510204,0.020300
2651,4,37,73,0.506849,0.020167
2683,13,86,646,0.133127,0.005297
19072,257,1970,10397,0.189478,0.007539
5676,48,279,1884,0.148089,0.005892
7924,82,782,3332,0.234694,0.009338
26577,328,3463,13599,0.254651,0.010132
2690,16,97,624,0.155449,0.006185
8684,64,848,2292,0.369983,0.014721
29700,448,3572,19352,0.184580,0.007344
3015,17,150,762,0.196850,0.007832
2478,17,88,1086,0.081031,0.003224
3361,11,211,231,0.913420,0.036344
24832,412,3145,18445,0.170507,0.006784
17558,234,1578,10001,0.157784,0.006278
2646,12,87,487,0.178645,0.007108
591,2,9,109,0.082569,0.003285
18696,261,2023,12636,0.160098,0.006370
476,1,1,9,0.111111,0.004421
3346,22,86,832,0.103365,0.004113
4765,40,292,1515,0.192739,0.007669
15520,216,1643,10250,0.160293,0.006378
151162,3603,29079,166573,0.174572,0.006946
2283,10,38,420,0.090476,0.003600
51542,1056,7580,47799,0.158581,0.006310
822,1,1,9,0.111111,0.004421
74101,1637,11325,72454,0.156306,0.006219
6003,51,365,1999,0.182591,0.007265
148854,3632,29248,163632,0.178743,0.007112
47282,876,7246,37382,0.193837,0.007713
1032,5,63,95,0.663158,0.026386
958,4,27,122,0.221311,0.008806
5991,35,606,1047,0.578797,0.023030
7492,80,598,3312,0.180556,0.007184
2076,5,38,223,0.170404,0.006780
8577,50,320,1946,0.164440,0.006543
21773,354,2912,16179,0.179986,0.007161
16692,244,1699,11186,0.151886,0.006043
8238,67,750,2683,0.279538,0.011122
186460,4513,35741,204796,0.174520,0.006944
2514,9,246,310,0.793548,0.031574
8872,100,823,3717,0.221415,0.008810
27389,469,3275,21815,0.150126,0.005973
21365,297,2035,13627,0.149336,0.005942
15917,214,1514,10697,0.141535,0.005631
67337,1335,10492,61497,0.170610,0.006788
24982,422,3056,19525,0.156517,0.006228
52351,1115,8438,51672,0.163299,0.006497
28912,505,4044,22654,0.178512,0.007103
35328,439,5298,18362,0.288531,0.011480
16851,240,2252,10777,0.208964,0.008314
3300,22,234,781,0.299616,0.011921
63594,1386,10937,64487,0.169600,0.006748
1343,4,45,84,0.535714,0.021315
52242,1045,7738,47335,0.163473,0.006504
15427,180,1573,8852,0.177700,0.007070
1654,10,109,464,0.234914,0.009347
3167,19,144,603,0.238806,0.009502
893,3,81,81,1.000000,0.039789
4107,13,195,272,0.716912,0.028525
4599,29,182,1003,0.181456,0.007220
158,1,1,36,0.027778,0.001105
7713,63,661,2586,0.255607,0.010170
276,1,25,25,1.000000,0.039789
2513,15,94,646,0.145511,0.005790
1213,4,75,75,1.000000,0.039789
15437,229,1671,10037,0.166484,0.006624
27048,305,3349,11242,0.297901,0.011853
20777,255,3178,9510,0.334175,0.013296
1751,3,54,67,0.805970,0.032069
2490,6,192,410,0.468293,0.018633
2900,19,118,811,0.145499,0.005789
2032,6,115,315,0.365079,0.014526
11823,159,1043,7213,0.144600,0.005753
124399,2694,23013,121183,0.189903,0.007556
19015,264,1963,9679,0.202810,0.008070
1722,4,20,125,0.160000,0.006366
9079,113,734,5773,0.127144,0.005059
35462,657,5175,30471,0.169834,0.006757
600,1,16,49,0.326531,0.012992
57441,1200,9414,55869,0.168501,0.006704
5668,47,283,2149,0.131689,0.005240
1263,6,123,131,0.938931,0.037359
30776,435,3770,20578,0.183205,0.007290
4081,18,442,693,0.637807,0.025378
2289,8,282,310,0.909677,0.036195
1635,5,27,115,0.234783,0.009342
67864,1456,11119,67469,0.164802,0.006557
1616,7,31,267,0.116105,0.004620
17441,261,2102,12724,0.165200,0.006573
13903,200,1521,8947,0.170001,0.006764
384,1,0,36,0.000000,0.000000
993,1,1,81,0.012346,0.000491
3705,23,198,872,0.227064,0.009035
18037,267,1863,11787,0.158055,0.006289
28616,407,3295,17969,0.183371,0.007296
23988,381,2882,17236,0.167208,0.006653
26927,450,3504,20280,0.172781,0.006875
1106,3,38,195,0.194872,0.007754
30769,582,4449,25569,0.174000,0.006923
37072,622,4778,25949,0.184130,0.007326
87811,1635,14945,69250,0.215812,0.008587
84688,1764,13229,80656,0.164018,0.006526
16482,235,1768,10920,0.161905,0.006442
52119,808,6979,34114,0.204579,0.008140
1477,2,25,25,1.000000,0.039789
1345,3,2,50,0.040000,0.001592
5240,51,443,1997,0.221833,0.008826
1718,4,18,166,0.108434,0.004314
7541,49,443,2051,0.215992,0.008594
20926,208,2037,8168,0.249388,0.009923
12702,155,1566,6785,0.230803,0.009183
31718,531,4362,24884,0.175293,0.006975
12795,171,1215,7247,0.167656,0.006671
28722,456,3335,21626,0.154213,0.006136
1892,11,80,517,0.154739,0.006157
68006,1514,11371,70874,0.160440,0.006384
2091,10,75,364,0.206044,0.008198
3168,17,134,598,0.224080,0.008916
2995,12,79,597,0.132328,0.005265
15719,192,1524,8881,0.171602,0.006828
26866,466,3561,20224,0.176078,0.007006
6697,43,876,1805,0.485319,0.019310
3847,31,123,1120,0.109821,0.004370
1192,3,36,136,0.264706,0.010532
2291,9,112,397,0.282116,0.011225
15547,213,1670,10069,0.165856,0.006599
561,1,9,81,0.111111,0.004421
15079,209,1614,8870,0.181962,0.007240
333,1,1,25,0.040000,0.001592
183273,4242,34899,191844,0.181913,0.007238
2207,12,45,395,0.113924,0.004533
32056,514,4452,22800,0.195263,0.007769
11993,98,1410,3878,0.363589,0.014467
7219,60,714,2696,0.264837,0.010538
52235,1128,8648,51304,0.168564,0.006707
35880,606,4457,28764,0.154951,0.006165
15278,214,1332,10086,0.132064,0.005255
5670,38,583,1044,0.558429,0.022219
52041,1007,7422,47707,0.155575,0.006190
17815,289,2302,13247,0.173775,0.006914
58540,1127,9013,49738,0.181210,0.007210
2959,22,184,1153,0.159584,0.006350
1798,6,34,283,0.120141,0.004780
37449,712,5102,33053,0.154358,0.006142
635,1,4,64,0.062500,0.002487
104484,2435,19033,110244,0.172644,0.006869
39793,729,5901,32118,0.183729,0.007310
46615,853,6834,39614,0.172515,0.006864
7414,92,777,4275,0.181754,0.007232
601,1,9,49,0.183673,0.007308
6230,44,761,1484,0.512803,0.020404
1653,8,67,426,0.157277,0.006258
2727,19,435,435,1.000000,0.039789
821,2,125,125,1.000000,0.039789
7770,49,579,2070,0.279710,0.011129
15487,220,1718,9577,0.179388,0.007138
38188,693,4671,32117,0.145437,0.005787
769,2,29,65,0.446154,0.017752
38371,700,5537,32548,0.170118,0.006769
953,3,5,70,0.071429,0.002842
1238,5,94,250,0.376000,0.014961
1244,4,9,179,0.050279,0.002001
554,2,9,61,0.147541,0.005870
52722,801,6935,33673,0.205951,0.008195
2177,7,46,256,0.179688,0.007150
8642,54,625,1866,0.334941,0.013327
4065,18,113,665,0.169925,0.006761
5124,28,204,1514,0.134742,0.005361
17820,256,2006,11010,0.182198,0.007249
49221,950,7392,44664,0.165502,0.006585
624,2,1,25,0.040000,0.001592
109524,2322,17695,103113,0.171608,0.006828
2842,10,405,464,0.872845,0.034729
41268,772,5746,36023,0.159509,0.006347
51245,1082,8447,49831,0.169513,0.006745
2647,7,177,213,0.830986,0.033064
36863,692,4878,30158,0.161748,0.006436
15339,191,1410,8867,0.159017,0.006327
1102,6,37,234,0.158120,0.006291
9932,97,1201,2740,0.438321,0.017440
32564,586,4149,28305,0.146582,0.005832
3919,21,290,626,0.463259,0.018432
10699,120,959,6008,0.159621,0.006351
11236,154,1343,6437,0.208638,0.008301
7191,51,858,1377,0.623094,0.024792
14520,198,1527,8810,0.173326,0.006896
21659,326,3093,13580,0.227761,0.009062
12246,153,1167,7113,0.164066,0.006528
3546,11,138,731,0.188782,0.007511
5304,49,362,1872,0.193376,0.007694
45812,901,7034,43134,0.163073,0.006488
60515,1282,9751,59932,0.162701,0.006474
511,1,16,16,1.000000,0.039789
35296,482,5269,18670,0.282217,0.011229
39101,723,5067,32403,0.156374,0.006222
35679,638,4950,30770,0.160871,0.006401
26665,456,3445,22472,0.153302,0.006100
35757,706,5171,31758,0.162825,0.006479
1306,6,30,294,0.102041,0.004060
583,2,41,41,1.000000,0.039789
14464,215,1383,9715,0.142357,0.005664
12139,164,1636,7597,0.215348,0.008568
4345,15,201,261,0.770115,0.030642
32881,518,4071,22888,0.177866,0.007077
13345,162,1655,7058,0.234486,0.009330
491,1,1,25,0.040000,0.001592
131053,3227,24361,145562,0.167358,0.006659
2314,7,4,300,0.013333,0.000531
22166,338,2917,17312,0.168496,0.006704
1117,8,46,214,0.214953,0.008553
84467,1880,14320,88218,0.162325,0.006459
10664,110,989,5052,0.195764,0.007789
9798,130,1215,6335,0.191792,0.007631
35101,638,5142,28050,0.183316,0.007294
39525,775,5733,35999,0.159254,0.006337
471,1,16,16,1.000000,0.039789
2232,1,16,16,1.000000,0.039789
531,3,34,34,1.000000,0.039789
35788,583,5067,25136,0.201583,0.008021
75050,1580,11850,73958,0.160226,0.006375
29570,477,4490,22159,0.202626,0.008062
25484,434,3307,19486,0.169712,0.006753
45403,626,5679,24287,0.233829,0.009304
1187,3,75,155,0.483871,0.019253
18566,287,2010,12486,0.160980,0.006405
7312,66,510,3220,0.158385,0.006302
3725,22,162,927,0.174757,0.006953
7331,59,567,3084,0.183852,0.007315
408,2,50,74,0.675676,0.026884
83642,1865,14078,87392,0.161090,0.006410
63,1,1,25,0.040000,0.001592
10103,125,1168,6543,0.178511,0.007103
18365,319,2418,13616,0.177585,0.007066
10918,114,740,4993,0.148207,0.005897
1121,3,78,182,0.428571,0.017052
6216,50,354,1784,0.198430,0.007895
3056,16,97,571,0.169877,0.006759
938,2,41,41,1.000000,0.039789
5412,43,288,1950,0.147692,0.005876
13401,88,1213,2385,0.508595,0.020236
41399,803,5861,36990,0.158448,0.006304
1978,6,187,516,0.362403,0.014420
10590,120,1136,5715,0.198775,0.007909
69131,1528,12041,71872,0.167534,0.006666
10808,138,1459,6380,0.228683,0.009099
15610,223,2025,9855,0.205479,0.008176
2570,4,93,141,0.659574,0.026244
236685,5502,46104,243732,0.189159,0.007526
2846,19,142,1161,0.122308,0.004866
44514,792,6012,33879,0.177455,0.007061
